arm_key,label,train_seed,eval_seed,workload_hash,n_tasks,mean_delay_ms,p50_delay_ms,p95_delay_ms,p99_delay_ms,success_rate,deadline_miss_rate,broker_ms_mean,up_ms_mean,queue_ms_mean,exec_ms_mean,prop_j,comp_j,net_j,control_j,signal_j,edge_j,sys_j_per_delivered,sys_j_per_attempted,head_changes,jain_delay,jain_success
A1,optimal-head/event/rl,42,52,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25007,138.49133759791897,134.57978858407847,416.8755139971959,550.0,0.5842364138041348,0.4157635861958652,0.42625059182683434,2.7825622035666226,77.9539018824015,60.196805640245344,2195383.283705411,14684.80753129029,140.88071087599062,150.71290631973278,0.0,557.606795036887,151.32904118062515,88.41193632378669,0,0.9901331491500425,0.9934444948652016
A1,optimal-head/event/rl,43,42,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25080,146.5219034000924,150.0,483.13710198381136,550.0,0.4925837320574163,0.5074162679425838,0.3758509506648994,1.9812522207769934,94.51885513978264,52.13083337798324,2125491.643729721,12775.19192147954,100.09595116965707,157.55875277065607,0.02481214781095701,402.20786178430836,173.1363706515358,85.28415961040962,2,0.987864310673528,0.9929130274125184
A1,optimal-head/event/rl,43,43,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24912,128.38964224959486,105.5197030520727,365.73187536585345,550.0,0.6763005780346821,0.32369942196531787,0.48163850282119364,2.9203012535274113,60.728857186543074,66.61396319004008,2255852.700928558,16307.932169416008,146.33196117182462,151.9434513567544,0.0,578.0011077856423,134.9143464873153,91.24265051454272,0,0.9912321743934288,0.9961980526193743
A1,optimal-head/event/rl,43,44,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25134,151.85515746083246,150.0,550.0,550.0,0.4551603405745206,0.5448396594254794,0.3461041260432677,2.261449597013329,103.26945947711512,48.08190714754122,2056771.4117718195,11807.02111255831,115.09713910241942,156.3076986631391,0.0,449.0918555034032,180.8827735644796,82.33066481967242,0,0.9846587064689262,0.9904564899704665
A1,optimal-head/event/rl,43,45,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24998,139.25661243856294,132.56679331198384,428.71845601034556,550.0,0.5821265701256101,0.4178734298743899,0.4419519382411725,2.225447082254939,78.69421237291172,60.491750834386835,2161228.44429979,14807.316555313073,112.55338419671308,158.37478088669414,0.0,454.1439526964497,149.58499401957695,87.07739951087622,0,0.9910021992311248,0.9951311330213771
A1,optimal-head/event/rl,43,46,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25550,133.3520438690892,114.78186439351701,392.4010299322749,550.0,0.6364383561643836,0.3635616438356164,0.46036811890471385,2.6669999692266817,66.7916078851186,66.09971899906746,2216598.6112937448,16549.77578035164,138.20973597197187,153.9709159797236,0.0,551.4315566678142,137.3834327091025,87.4360860776014,0,0.9912241109459374,0.9953037422686868
A1,optimal-head/event/rl,43,47,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25063,143.31390921819178,150.0,441.49246870143895,550.0,0.5208075649363604,0.4791924350636396,0.40322290799285915,2.2365771834286114,88.78890764532703,54.40867660370547,2186905.1052151658,13362.821483847296,113.36034668369417,154.89247275425421,0.18696577809660525,444.6958744130623,168.61878973099226,87.81794128231425,13,0.991286768258604,0.9914210447835123
A1,optimal-head/event/rl,43,48,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25277,141.20990702488504,144.68402049909201,428.453937684523,550.0,0.5685801321359338,0.43141986786406616,0.4290061253418478,2.4807186016372995,79.62120725712883,61.43143595936224,2220558.28013016,15187.277095788422,127.22890952656485,155.82233118369643,0.013005953018501408,505.3608760618383,155.61744937021106,88.4809899255716,1,0.9909837393957583,0.9932719793559602
A1,optimal-head/event/rl,43,49,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24995,139.54608685462665,139.1644921091526,424.9991776159767,550.0,0.573994798959792,0.426005201040208,0.4261560514235572,2.3901176739809427,79.53268506866284,59.70988907189955,2153146.8049012152,14623.488850151976,120.13338319951954,155.3479259021439,0.0,492.0740770999442,151.14921928888054,86.7588657386505,0,0.9893598793039947,0.9936261184002465
A1,optimal-head/event/rl,43,50,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24846,143.905790764854,150.0,460.09971476630295,550.0,0.5559446188521291,0.4440553811478709,0.44804126398839966,2.6990457933166865,81.9398114832745,61.737765222170715,2177183.1047454947,15012.193589121518,135.84367000104643,163.59476678217203,0.0,518.6826034556856,158.7644551780826,88.26424452124508,0,0.9873407981740355,0.99251711538223
A1,optimal-head/event/rl,43,51,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25076,139.69908624560185,144.05389985150396,419.77707388854265,550.0,0.569030148349019,0.430969851650981,0.4500142802160839,2.5495399948330215,80.53288175781569,58.643019619191556,2263919.2166277,14397.9088939658,128.87306763086025,165.6896804544825,0.0,501.8412163238104,159.7248251094032,90.88824092702482,0,0.990017441774387,0.9937963138690825
A1,optimal-head/event/rl,43,52,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25007,138.2824760423044,131.7471308317124,419.08502185677105,550.0,0.5875154956612149,0.41248450433878514,0.4253518803357239,2.758148514246764,77.38381992204252,60.30468389057423,2195403.235053829,14752.69394446567,139.3825953398206,150.71290631973278,0.0,550.5883240574291,150.48983207351017,88.41510828264133,0,0.9902834644443942,0.9944463036167743
A1,optimal-head/event/rl,44,42,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25080,146.85874914708367,150.0,495.9849336876587,550.0,0.49003189792663476,0.5099681020733653,0.37753549423165483,1.979806703583045,94.97231778741012,52.084569877089066,2125486.6247842168,12770.339916283789,100.23010297050693,157.55875277065607,0.02481214781095701,404.4893287754217,174.0373692186465,85.28386234837183,2,0.9867988362527974,0.9923361957532931
A1,optimal-head/event/rl,44,43,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24912,128.45032164899473,106.3119890868478,362.2255272119669,550.0,0.6744139370584458,0.32558606294155423,0.4835032376440621,2.9278631352985967,60.88181669738192,66.7125563652373,2255869.127925292,16310.351797630788,146.37836500635814,151.9434513567544,0.0,580.561081214033,135.2930398559907,91.24351166588391,0,0.9920538550596595,0.9959946094016412
